CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
C100A9BNEE,22231,244541,37793,11.0,1.7,0.1545,1342,990,0.7377,0.0604,0.0055,0.0355,0,0,0.5042,0.0,0.0,0.0,2069,1046,0.5056,0.0931,0.0085,0.0547,0,0,0.6856,0.0,0.0,0.0,0,0,0.557,0.0,0.0,0.0,3115,1888,0.6061,0.1401,0.0127,0.0824,2498,2498,1.0,0.1124,0.0102,0.0661,0,0,0.506,0.0,0.0,0.0,108,54,0.5,0.0049,0.0004,0.0029,12149,8756,0.7207,0.5465,0.0497,0.3215,950,478,0.5032,0.0427,0.0039,0.0251,22231,15710,0.7067,1.0,0.0909,0.5882,No,1,0,0,1,0,616,1
C13TFY2W0E,199356,398712,398712,2.0,2.0,1.0,25087,11974,0.4773,0.1258,0.0629,0.0629,0,0,0.5027,0.0,0.0,0.0,25035,12849,0.5132,0.1256,0.0628,0.0628,0,0,1.209,0.0,0.0,0.0,0,0,0.5504,0.0,0.0,0.0,27590,14266,0.5171,0.1384,0.0692,0.0692,11241,8122,0.7225,0.0564,0.0282,0.0282,0,0,0.5061,0.0,0.0,0.0,11085,5549,0.5006,0.0556,0.0278,0.0278,52857,28589,0.5409,0.2651,0.1326,0.1326,13235,6664,0.5035,0.0664,0.0332,0.0332,166130,88013,0.5298,0.8333,0.4167,0.4167,No,1,0,0,1,0,632,0
C157QHWMOM,62978,377870,108781,6.0,1.7273,0.2879,1457,62,0.0426,0.0231,0.0039,0.0134,0,0,0.5035,0.0,0.0,0.0,6502,3340,0.5137,0.1032,0.0172,0.0598,0,0,0.8204,0.0,0.0,0.0,0,0,0.4563,0.0,0.0,0.0,6506,2628,0.4039,0.1033,0.0172,0.0598,6734,2170,0.3222,0.1069,0.0178,0.0619,13535,6850,0.5061,0.2149,0.0358,0.1244,330,180,0.5455,0.0052,0.0009,0.003,19201,8420,0.4385,0.3049,0.0508,0.1765,2988,1499,0.5017,0.0474,0.0079,0.0275,57253,25149,0.4393,0.9091,0.1515,0.5263,No,1,0,0,1,0,639,0
C1DR8RYO0F,0,6979,6611,4.8507,11.3973,0.9473,0,0,0.6241,0.038,0.0,0.0,0,0,0.5045,0.0179,0.0,0.0,0,0,0.5627,0.1527,0.0,0.0,0,0,0.6653,0.0017,0.0,0.0,609,209,0.3432,0.0065,0.0873,0.0921,900,377,0.4189,0.0,0.129,0.1361,114,19,0.1667,0.0,0.0163,0.0172,1518,768,0.5059,0.3134,0.2175,0.2296,0,0,0.5529,0.0611,0.0,0.0,0,0,0.6037,0.1684,0.0,0.0,532,269,0.5056,0.0665,0.0762,0.0805,3673,1642,0.447,1.1253,0.5263,0.5556,Low,1,0,0,1,0,490,0
C1E91TINGW,167342,669370,1073780,4.0,6.4167,1.6042,16029,8329,0.5196,0.0958,0.0239,0.0149,0,0,0.5014,0.0,0.0,0.0,38827,24730,0.6369,0.232,0.058,0.0362,0,0,0.7655,0.0,0.0,0.0,15692,7634,0.4865,0.0938,0.0234,0.0146,31368,16229,0.5174,0.1874,0.0469,0.0292,10841,1822,0.1681,0.0648,0.0162,0.0101,0,0,0.5062,0.0,0.0,0.0,11570,6318,0.5461,0.0691,0.0173,0.0108,0,0,0.521,0.0,0.0,0.0,15125,7602,0.5026,0.0904,0.0226,0.0141,139452,72664,0.5211,0.8333,0.2083,0.1299,High,1,1,0,1,0,555,0
C1EO8P62U5,29647,438776,41506,14.8,1.4,0.0946,1361,920,0.676,0.0459,0.0031,0.0328,0,0,0.5029,0.0,0.0,0.0,3879,2192,0.5651,0.1308,0.0088,0.0935,0,0,0.3882,0.0,0.0,0.0,0,0,0.4561,0.0,0.0,0.0,5206,3179,0.6106,0.1756,0.0119,0.1254,2148,721,0.3357,0.0725,0.0049,0.0518,0,0,0.5061,0.0,0.0,0.0,176,80,0.4545,0.0059,0.0004,0.0042,15305,9671,0.6319,0.5162,0.0349,0.3687,1572,792,0.5038,0.053,0.0036,0.0379,29647,17555,0.5921,1.0,0.0676,0.7143,No,1,0,0,1,0,644,1
C1I0JM3J6J,22191,254192,14122,11.4547,0.6364,0.0556,898,235,0.2617,0.0405,0.0035,0.0636,0,0,0.5016,0.0,0.0,0.0,2506,1279,0.5104,0.1129,0.0099,0.1775,0,0,1.1278,0.0,0.0,0.0,232,120,0.5172,0.0105,0.0009,0.0164,3557,2070,0.582,0.1603,0.014,0.2519,2456,1428,0.5814,0.1107,0.0097,0.1739,0,0,0.5062,0.0,0.0,0.0,121,66,0.5455,0.0055,0.0005,0.0086,9249,6357,0.6873,0.4168,0.0364,0.6549,1155,579,0.5013,0.052,0.0045,0.0818,20174,12134,0.6015,0.9091,0.0794,1.4286,Low,1,0,0,1,0,642,0
C1IP5PJ22J,39989,383894,11997,9.6,0.3,0.0313,1008,616,0.6111,0.0252,0.0026,0.084,0,0,0.4998,0.0,0.0,0.0,4490,2292,0.5105,0.1123,0.0117,0.3743,0,0,0.739,0.0,0.0,0.0,341,146,0.4282,0.0085,0.0009,0.0284,5382,2778,0.5162,0.1346,0.014,0.4486,5613,1873,0.3337,0.1404,0.0146,0.4679,9167,4640,0.5062,0.2292,0.0239,0.7641,200,100,0.5,0.005,0.0005,0.0167,11756,6916,0.5883,0.294,0.0306,0.9799,2032,1023,0.5034,0.0508,0.0053,0.1694,39989,20384,0.5097,1.0,0.1042,3.3332,Low,1,0,0,1,0,630,0
C1J68EOLWI,68682,611892,49950,8.9091,0.7273,0.0816,1667,83,0.0498,0.0243,0.0027,0.0334,0,0,0.5053,0.0,0.0,0.0,9012,4548,0.5047,0.1312,0.0147,0.1804,0,0,0.6704,0.0,0.0,0.0,0,0,0.514,0.0,0.0,0.0,8489,3099,0.3651,0.1236,0.0139,0.1699,4662,878,0.1883,0.0679,0.0076,0.0933,18791,9510,0.5061,0.2736,0.0307,0.3762,492,246,0.5,0.0072,0.0008,0.0098,15155,2539,0.1675,0.2207,0.0248,0.3034,4170,2093,0.5019,0.0607,0.0068,0.0835,62438,22996,0.3683,0.9091,0.102,1.25,No,1,0,1,1,0,695,0
C1KAX16QFA,0,5872,23487,4.9623,16.4324,3.9998,0,0,0.48,0.0532,0.0,0.0,0,0,0.5019,0.0,0.0,0.0,0,0,0.6101,0.2429,0.0,0.0,0,0,0.4819,0.0004,0.0,0.0,0,0,0.4942,0.0398,0.0,0.0,369,232,0.6287,0.1379,0.0628,0.0157,36,12,0.3333,0.0349,0.0061,0.0015,411,208,0.5061,0.1747,0.07,0.0175,0,0,0.4955,0.041,0.0,0.0,4374,2321,0.5306,0.4266,0.7449,0.1862,148,75,0.5068,0.0717,0.0252,0.0063,5338,2848,0.5335,0.7763,0.9091,0.2273,No,1,0,0,1,0,462,1
C1MCCK6ROE,257356,857852,793513,3.3333,3.0833,0.925,15089,1131,0.075,0.0586,0.0176,0.019,0,0,0.5039,0.0,0.0,0.0,31896,16125,0.5055,0.1239,0.0372,0.0402,517,0,0.9519,0.002,0.0006,0.0007,0,0,0.5199,0.0,0.0,0.0,32547,15719,0.483,0.1265,0.0379,0.041,10887,5005,0.4597,0.0423,0.0127,0.0137,0,0,0.5059,0.0,0.0,0.0,12713,6942,0.5461,0.0494,0.0148,0.016,94163,33285,0.3535,0.3659,0.1098,0.1187,16651,8354,0.5017,0.0647,0.0194,0.021,214463,86561,0.4036,0.8333,0.25,0.2703,No,1,0,0,1,0,654,0
C1N0CMN0KL,165726,1446336,708102,8.7273,4.2727,0.4896,8186,3668,0.4481,0.0494,0.0057,0.0116,0,0,0.5065,0.0,0.0,0.0,8386,5008,0.5972,0.0506,0.0058,0.0118,0,0,0.7935,0.0,0.0,0.0,2302,1324,0.5752,0.0139,0.0016,0.0033,53413,27498,0.5148,0.3223,0.0369,0.0754,11577,8352,0.7214,0.0699,0.008,0.0163,0,0,0.5061,0.0,0.0,0.0,5238,2860,0.546,0.0316,0.0036,0.0074,47747,22787,0.4772,0.2881,0.033,0.0674,13811,6930,0.5018,0.0833,0.0095,0.0195,150660,78427,0.5206,0.9091,0.1042,0.2128,High,1,0,0,1,1,577,0
C1O5ATWH88,88428,405295,36845,4.5833,0.4167,0.0909,4948,2907,0.5875,0.056,0.0122,0.1343,0,0,0.5013,0.0,0.0,0.0,3086,1568,0.5081,0.0349,0.0076,0.0838,0,0,0.6093,0.0,0.0,0.0,0,0,0.5333,0.0,0.0,0.0,27597,16218,0.5877,0.3121,0.0681,0.749,4721,2575,0.5454,0.0534,0.0116,0.1281,0,0,0.5062,0.0,0.0,0.0,2299,1254,0.5455,0.026,0.0057,0.0624,24980,13795,0.5522,0.2825,0.0616,0.678,6059,3065,0.5059,0.0685,0.0149,0.1644,73690,41382,0.5616,0.8333,0.1818,2.0,No,1,0,0,1,1,652,0
C1TMB5NMB4,8147,741,216996,0.091,26.6351,292.8421,417,270,0.6475,0.0512,0.5628,0.0019,2629,1326,0.5044,0.3227,3.5479,0.0121,1377,908,0.6594,0.169,1.8583,0.0063,0,0,0.7128,0.0,0.0,0.0,0,0,0.5559,0.0,0.0,0.0,1425,757,0.5312,0.1749,1.9231,0.0066,299,228,0.7625,0.0367,0.4035,0.0014,962,487,0.5062,0.1181,1.2982,0.0044,0,0,0.4841,0.0,0.0,0.0,0,0,0.3287,0.0,0.0,0.0,297,150,0.5051,0.0365,0.4008,0.0014,7406,4126,0.5571,0.909,9.9946,0.0341,No,1,0,0,1,0,407,0
C1UGBSYMRJ,105049,183836,595279,1.75,5.6667,3.2381,8766,5112,0.5832,0.0834,0.0477,0.0147,0,0,0.5001,0.0,0.0,0.0,12761,7727,0.6055,0.1215,0.0694,0.0214,0,0,1.0745,0.0,0.0,0.0,6156,3153,0.5122,0.0586,0.0335,0.0103,11381,5860,0.5149,0.1083,0.0619,0.0191,3270,1984,0.6067,0.0311,0.0178,0.0055,0,0,0.506,0.0,0.0,0.0,4197,2292,0.5461,0.04,0.0228,0.0071,35493,18676,0.5262,0.3379,0.1931,0.0596,5517,2781,0.5041,0.0525,0.03,0.0093,87541,47585,0.5436,0.8333,0.4762,0.1471,High,1,0,0,1,0,545,0
C1VKCAMWP1,337587,882919,1921647,2.6154,5.6923,2.1765,22635,13316,0.5883,0.067,0.0256,0.0118,0,0,0.5053,0.0,0.0,0.0,35969,18322,0.5094,0.1065,0.0407,0.0187,0,0,1.0287,0.0,0.0,0.0,0,0,0.5632,0.0,0.0,0.0,38592,19914,0.516,0.1143,0.0437,0.0201,11200,4858,0.4338,0.0332,0.0127,0.0058,0,0,0.5061,0.0,0.0,0.0,15515,7767,0.5006,0.046,0.0176,0.0081,117163,50227,0.4287,0.3471,0.1327,0.061,18608,9329,0.5013,0.0551,0.0211,0.0097,259682,123733,0.4765,0.7692,0.2941,0.1351,No,1,1,0,1,0,699,0
C1VY8O3SPZ,445075,1051996,3439219,2.3636,7.7273,3.2692,26489,13378,0.505,0.0595,0.0252,0.0077,9911,4978,0.5023,0.0223,0.0094,0.0029,55831,37044,0.6635,0.1254,0.0531,0.0162,0,0,1.1736,0.0,0.0,0.0,21462,11105,0.5174,0.0482,0.0204,0.0062,45203,25329,0.5603,0.1016,0.043,0.0131,10470,5691,0.5436,0.0235,0.01,0.003,53188,26918,0.5061,0.1195,0.0506,0.0155,15068,8228,0.5461,0.0339,0.0143,0.0044,147255,100108,0.6798,0.3309,0.14,0.0428,19737,9889,0.501,0.0443,0.0188,0.0057,404614,242668,0.5998,0.9091,0.3846,0.1176,High,1,1,1,1,0,453,1
C1WU940IZW,82444,16489,486420,0.2,5.9,29.4997,4336,1343,0.3097,0.0526,0.263,0.0089,0,0,0.5026,0.0,0.0,0.0,25726,17026,0.6618,0.312,1.5602,0.0529,0,0,0.4915,0.0,0.0,0.0,0,0,0.5339,0.0,0.0,0.0,5556,2662,0.4791,0.0674,0.337,0.0114,1070,108,0.1009,0.013,0.0649,0.0022,16667,8435,0.5061,0.2022,1.0108,0.0343,2212,1006,0.4548,0.0268,0.1342,0.0045,23985,2878,0.12,0.2909,1.4546,0.0493,2892,1450,0.5014,0.0351,0.1754,0.0059,82444,34908,0.4234,1.0,4.9999,0.1695,No,1,0,1,1,0,590,0
C1XHW1POG6,106005,752636,773836,7.1,7.3,1.0282,6060,3809,0.6285,0.0572,0.0081,0.0078,0,0,0.503,0.0,0.0,0.0,4566,2328,0.5099,0.0431,0.0061,0.0059,0,0,1.0425,0.0,0.0,0.0,1016,674,0.6634,0.0096,0.0013,0.0013,38977,21978,0.5639,0.3677,0.0518,0.0504,4171,1984,0.4757,0.0393,0.0055,0.0054,0,0,0.506,0.0,0.0,0.0,3461,1575,0.4551,0.0326,0.0046,0.0045,38666,27361,0.7076,0.3648,0.0514,0.05,9088,4578,0.5037,0.0857,0.0121,0.0117,106005,64287,0.6065,1.0,0.1408,0.137,High,1,0,0,1,1,529,0
C1XYQGZ7YG,68418,373188,74638,5.4545,1.0909,0.2,883,227,0.2571,0.0129,0.0024,0.0118,0,0,0.5017,0.0,0.0,0.0,9763,6063,0.621,0.1427,0.0262,0.1308,0,0,0.7734,0.0,0.0,0.0,669,380,0.568,0.0098,0.0018,0.009,7621,3194,0.4191,0.1114,0.0204,0.1021,4625,1610,0.3481,0.0676,0.0124,0.062,15565,7878,0.5061,0.2275,0.0417,0.2085,374,170,0.4545,0.0055,0.001,0.005,19240,8852,0.4601,0.2812,0.0516,0.2578,3458,1740,0.5032,0.0505,0.0093,0.0463,62198,30114,0.4842,0.9091,0.1667,0.8333,Low,1,0,0,1,0,630,0
C1YHMBQFS8,202715,827752,3361687,4.0833,16.5833,4.0612,3546,92,0.0259,0.0175,0.0043,0.0011,0,0,0.5012,0.0,0.0,0.0,7107,3612,0.5082,0.0351,0.0086,0.0021,0,0,0.6631,0.0,0.0,0.0,2507,1336,0.5329,0.0124,0.003,0.0007,44710,18470,0.4131,0.2206,0.054,0.0133,6644,0,0.5592,0.0328,0.008,0.002,57616,29159,0.5061,0.2842,0.0696,0.0171,5805,2906,0.5006,0.0286,0.007,0.0017,27029,5842,0.2161,0.1333,0.0327,0.008,13965,7001,0.5013,0.0689,0.0169,0.0042,168929,68418,0.405,0.8333,0.2041,0.0503,High,1,1,1,1,1,475,1
C20CBBCVCU,17834,116914,37650,6.5557,2.1111,0.322,580,403,0.6948,0.0325,0.005,0.0154,0,0,0.5021,0.0,0.0,0.0,2535,1497,0.5905,0.1421,0.0217,0.0673,0,0,0.8575,0.0,0.0,0.0,0,0,0.5196,0.0,0.0,0.0,2593,1338,0.516,0.1454,0.0222,0.0689,2405,1507,0.6266,0.1349,0.0206,0.0639,4404,2229,0.5061,0.2469,0.0377,0.117,120,60,0.5,0.0067,0.001,0.0032,6199,3856,0.622,0.3476,0.053,0.1646,980,493,0.5031,0.055,0.0084,0.026,19816,11383,0.5744,1.1111,0.1695,0.5263,No,1,0,0,1,0,644,0
C22I09SSOP,183630,535588,1943418,2.9167,10.5833,3.6286,8631,6107,0.7076,0.047,0.0161,0.0044,0,0,0.4991,0.0,0.0,0.0,5104,2595,0.5084,0.0278,0.0095,0.0026,0,0,0.4554,0.0,0.0,0.0,0,0,0.5434,0.0,0.0,0.0,46030,27326,0.5937,0.2507,0.0859,0.0237,9872,5297,0.5366,0.0538,0.0184,0.0051,41120,20810,0.5061,0.2239,0.0768,0.0212,3797,1728,0.4551,0.0207,0.0071,0.002,28551,16350,0.5727,0.1555,0.0533,0.0147,9920,4990,0.503,0.054,0.0185,0.0051,153025,85203,0.5568,0.8333,0.2857,0.0787,No,1,1,0,1,1,541,1
C283FM1PPN,0,18054,54162,2.1847,7.0299,3.0,0,0,0.7705,0.1115,0.0,0.0,0,0,0.5036,0.1017,0.0,0.0,0,0,0.3898,0.1764,0.0,0.0,0,0,0.8214,0.0002,0.0,0.0,493,273,0.5538,0.029,0.0273,0.0091,621,249,0.401,0.1102,0.0344,0.0115,91,47,0.5165,0.0792,0.005,0.0017,0,0,0.5059,0.227,0.0,0.0,0,0,0.4696,0.011,0.0,0.0,7447,3863,0.5187,0.1264,0.4125,0.1375,375,188,0.5013,0.0848,0.0208,0.0069,9027,4620,0.5118,0.8461,0.5,0.1667,Low,1,0,0,1,0,562,0
C297LLFJAJ,152243,478478,772090,3.1429,5.0714,1.6136,4225,1044,0.2471,0.0278,0.0088,0.0055,4656,2349,0.5045,0.0306,0.0097,0.006,17741,8997,0.5071,0.1165,0.0371,0.023,0,0,0.5619,0.0,0.0,0.0,11162,5777,0.5176,0.0733,0.0233,0.0145,17563,8297,0.4724,0.1154,0.0367,0.0227,3686,427,0.1158,0.0242,0.0077,0.0048,0,0,0.5062,0.0,0.0,0.0,7731,3870,0.5006,0.0508,0.0162,0.01,32692,9445,0.2889,0.2147,0.0683,0.0423,9289,4650,0.5006,0.061,0.0194,0.012,108745,44856,0.4125,0.7143,0.2273,0.1408,High,1,0,0,1,0,599,0
C29HCTA0VF,31753,346392,49072,10.909,1.5454,0.1417,693,274,0.3954,0.0218,0.002,0.0141,0,0,0.5052,0.0,0.0,0.0,4144,2529,0.6103,0.1305,0.012,0.0844,0,0,0.4026,0.0,0.0,0.0,0,0,0.5706,0.0,0.0,0.0,3578,1695,0.4737,0.1127,0.0103,0.0729,1747,878,0.5026,0.055,0.005,0.0356,6639,3360,0.5061,0.2091,0.0192,0.1353,165,75,0.4545,0.0052,0.0005,0.0034,10428,6937,0.6652,0.3284,0.0301,0.2125,1472,738,0.5014,0.0464,0.0042,0.03,28866,16486,0.5711,0.9091,0.0833,0.5882,No,1,0,0,1,0,601,0
C29N1DWJXJ,297745,893235,1020840,3.0,3.4286,1.1429,14135,5003,0.3539,0.0475,0.0158,0.0138,0,0,0.5017,0.0,0.0,0.0,36006,18257,0.5071,0.1209,0.0403,0.0353,0,0,0.8908,0.0,0.0,0.0,15550,8782,0.5648,0.0522,0.0174,0.0152,34732,15865,0.4568,0.1167,0.0389,0.034,12033,5438,0.4519,0.0404,0.0135,0.0118,0,0,0.5063,0.0,0.0,0.0,15611,7815,0.5006,0.0524,0.0175,0.0153,65859,21566,0.3275,0.2212,0.0737,0.0645,18749,9439,0.5034,0.063,0.021,0.0184,212675,92165,0.4334,0.7143,0.2381,0.2083,High,1,0,0,1,0,588,0
C2C57M3YA9,197073,1021195,1863233,5.1818,9.4545,1.8246,8416,3948,0.4691,0.0427,0.0082,0.0045,20415,10294,0.5042,0.1036,0.02,0.011,7366,4634,0.6291,0.0374,0.0072,0.004,0,0,1.1018,0.0,0.0,0.0,1964,1003,0.5107,0.01,0.0019,0.0011,42294,21736,0.5139,0.2146,0.0414,0.0227,5224,3944,0.755,0.0265,0.0051,0.0028,44960,22755,0.5061,0.2281,0.044,0.0241,3398,1890,0.5562,0.0172,0.0033,0.0018,34209,14433,0.4219,0.1736,0.0335,0.0184,10911,5484,0.5026,0.0554,0.0107,0.0059,179157,90121,0.503,0.9091,0.1754,0.0962,High,1,0,1,1,1,572,0
C2F3X6KAG1,45142,45142,126398,1.0,2.8,2.8,5145,2298,0.4466,0.114,0.114,0.0407,5786,2912,0.5033,0.1282,0.1282,0.0458,20652,12134,0.5875,0.4575,0.4575,0.1634,334,334,1.0,0.0074,0.0074,0.0026,0,0,0.418,0.0,0.0,0.0,5403,2506,0.4638,0.1197,0.1197,0.0427,2746,1005,0.366,0.0608,0.0608,0.0217,0,0,0.5061,0.0,0.0,0.0,2202,1202,0.5459,0.0488,0.0488,0.0174,0,0,0.7469,0.0,0.0,0.0,2874,1447,0.5035,0.0637,0.0637,0.0227,45142,23838,0.5281,1.0,1.0,0.3571,No,1,0,0,1,0,608,0
C2FKNTXI7M,0,16496,19795,8.6892,3.5695,1.2,0,0,0.9927,0.0598,0.0,0.0,0,0,0.5027,0.1252,0.0,0.0,0,0,0.5771,0.1345,0.0,0.0,0,0,0.6634,0.0006,0.0,0.0,0,0,0.5034,0.0113,0.0,0.0,768,320,0.4167,0.2087,0.0466,0.0388,124,16,0.129,0.0872,0.0075,0.0063,1295,655,0.5058,0.0855,0.0785,0.0654,0,0,0.4733,0.0033,0.0,0.0,5607,1241,0.2213,0.4954,0.3399,0.2833,454,226,0.4978,0.0744,0.0275,0.0229,8248,2458,0.298,0.872,0.5,0.4167,No,1,0,0,1,0,596,1
C2GD9N4IZA,189857,348071,996748,1.8333,5.25,2.8636,13607,8773,0.6447,0.0717,0.0391,0.0137,0,0,0.5016,0.0,0.0,0.0,18590,9508,0.5115,0.0979,0.0534,0.0187,0,0,0.9112,0.0,0.0,0.0,0,0,0.4881,0.0,0.0,0.0,22366,12581,0.5625,0.1178,0.0643,0.0224,5000,1441,0.2882,0.0263,0.0144,0.005,0,0,0.5059,0.0,0.0,0.0,8136,4073,0.5006,0.0429,0.0234,0.0082,80710,45193,0.5599,0.4251,0.2319,0.081,9805,4939,0.5037,0.0516,0.0282,0.0098,158214,86508,0.5468,0.8333,0.4545,0.1587,No,1,1,0,1,0,617,0
C2GP7RIICV,87990,223975,63993,2.5455,0.7273,0.2857,2868,1509,0.5262,0.0326,0.0128,0.0448,0,0,0.5008,0.0,0.0,0.0,3593,2235,0.622,0.0408,0.016,0.0561,0,0,0.9439,0.0,0.0,0.0,0,0,0.4603,0.0,0.0,0.0,21098,10913,0.5173,0.2398,0.0942,0.3297,4564,1997,0.4376,0.0519,0.0204,0.0713,22511,11393,0.5061,0.2558,0.1005,0.3518,2268,1134,0.5,0.0258,0.0101,0.0354,17606,9427,0.5354,0.2001,0.0786,0.2751,5483,2748,0.5012,0.0623,0.0245,0.0857,79991,41356,0.517,0.9091,0.3571,1.25,No,1,0,0,1,1,631,0
C2QDTLDUW3,545667,873067,4983759,1.6,9.1333,5.7083,33088,17359,0.5246,0.0606,0.0379,0.0066,0,0,0.4984,0.0,0.0,0.0,35797,18110,0.5059,0.0656,0.041,0.0072,412,412,1.0,0.0008,0.0005,0.0001,15609,7318,0.4688,0.0286,0.0179,0.0031,47583,28795,0.6052,0.0872,0.0545,0.0095,8850,4366,0.4933,0.0162,0.0101,0.0018,51075,25848,0.5061,0.0936,0.0585,0.0102,14464,6583,0.4551,0.0265,0.0166,0.0029,137930,92575,0.6712,0.2528,0.158,0.0277,18970,9541,0.503,0.0348,0.0217,0.0038,363778,210907,0.5798,0.6667,0.4167,0.073,High,1,1,1,1,0,538,1
C2RE8P1DQD,230770,609893,725278,2.6429,3.1429,1.1892,7936,4181,0.5268,0.0344,0.013,0.0109,0,0,0.501,0.0,0.0,0.0,24988,14562,0.5828,0.1083,0.041,0.0345,0,0,0.8328,0.0,0.0,0.0,0,0,0.5409,0.0,0.0,0.0,23179,11950,0.5156,0.1004,0.038,0.032,7927,1334,0.1683,0.0344,0.013,0.0109,0,0,0.5062,0.0,0.0,0.0,8535,3885,0.4552,0.037,0.014,0.0118,81016,46492,0.5739,0.3511,0.1328,0.1117,11255,5636,0.5008,0.0488,0.0185,0.0155,164836,88040,0.5341,0.7143,0.2703,0.2273,No,1,0,0,1,0,638,0
C2RXUZY60M,74577,522039,149154,7.0,2.0,0.2857,6070,4580,0.7545,0.0814,0.0116,0.0407,0,0,0.499,0.0,0.0,0.0,8766,4468,0.5097,0.1175,0.0168,0.0588,0,0,0.3416,0.0,0.0,0.0,0,0,0.549,0.0,0.0,0.0,11959,6814,0.5698,0.1604,0.0229,0.0802,7481,6272,0.8384,0.1003,0.0143,0.0502,0,0,0.5061,0.0,0.0,0.0,480,240,0.5,0.0064,0.0009,0.0032,35786,25745,0.7194,0.4799,0.0686,0.2399,4035,2019,0.5004,0.0541,0.0077,0.0271,74577,50138,0.6723,1.0,0.1429,0.5,No,1,0,0,1,0,584,1
C2SXH15B7K,98229,392916,1241256,4.0,12.6363,3.1591,17615,11938,0.6777,0.1793,0.0448,0.0142,4387,2203,0.5022,0.0447,0.0112,0.0035,16728,8453,0.5053,0.1703,0.0426,0.0135,0,0,0.6018,0.0,0.0,0.0,7300,5041,0.6905,0.0743,0.0186,0.0059,20231,11458,0.5664,0.206,0.0515,0.0163,6994,3951,0.5649,0.0712,0.0178,0.0056,0,0,0.5061,0.0,0.0,0.0,7293,3651,0.5006,0.0742,0.0186,0.0059,0,0,0.6305,0.0,0.0,0.0,8751,4392,0.5019,0.0891,0.0223,0.0071,89299,51087,0.5721,0.9091,0.2273,0.0719,High,1,0,0,1,0,517,1
C2WIGBDCRO,224036,936877,1120180,4.1818,5.0,1.1957,9245,4753,0.5141,0.0413,0.0099,0.0083,0,0,0.5013,0.0,0.0,0.0,9034,4675,0.5175,0.0403,0.0096,0.0081,0,0,0.7422,0.0,0.0,0.0,0,0,0.5371,0.0,0.0,0.0,69424,35905,0.5172,0.3099,0.0741,0.062,16997,6450,0.3795,0.0759,0.0181,0.0152,73638,37268,0.5061,0.3287,0.0786,0.0657,7419,3714,0.5006,0.0331,0.0079,0.0066,0,0,0.39,0.0,0.0,0.0,17912,8978,0.5012,0.08,0.0191,0.016,203669,101743,0.4996,0.9091,0.2174,0.1818,No,1,0,1,1,1,636,0
C2XCEM6G8W,295637,665183,2833186,2.25,9.5833,4.2593,10551,4647,0.4404,0.0357,0.0159,0.0037,0,0,0.5014,0.0,0.0,0.0,8769,4414,0.5034,0.0297,0.0132,0.0031,0,0,0.9077,0.0,0.0,0.0,3154,1524,0.4832,0.0107,0.0047,0.0011,67448,34942,0.5181,0.2281,0.1014,0.0238,15060,6429,0.4269,0.0509,0.0226,0.0053,71691,36283,0.5061,0.2425,0.1078,0.0253,7224,3616,0.5006,0.0244,0.0109,0.0025,45123,24185,0.536,0.1526,0.0678,0.0159,17344,8700,0.5016,0.0587,0.0261,0.0061,246364,124740,0.5063,0.8333,0.3704,0.087,High,1,1,1,1,1,585,1
